threshold,FAR,FRR
1.4482412060301506,0.6758280817706732,0.012409513960703205
1.457286432160804,0.7085190593298494,0.00982419855222337
1.4663316582914572,0.7392599139256071,0.008273009307135471
1.4753768844221105,0.7678104826314172,0.008273009307135471
1.4844221105527637,0.7950065324316016,0.007238883143743537
1.493467336683417,0.8210498001844452,0.004653567735263702
1.5025125628140703,0.8456905164463572,0.0031023784901758012
1.5115577889447236,0.8682850445742392,0.0025853154084798345
1.5206030150753769,0.8877766676913618,0.0025853154084798345
1.5296482412060302,0.9056832154933907,0.002068252326783868
1.5386934673366832,0.9214955425760836,0.0015511892450879006
1.5477386934673365,0.9350503381494005,0.001034126163391934
1.5567839195979898,0.9475195972948048,0.001034126163391934
1.565829145728643,0.9579138487549954,0.001034126163391934
1.5748743718592964,0.966713418383031,0.001034126163391934
1.5839195979899496,0.974091223486013,0.001034126163391934
1.592964824120603,0.9797302490009222,0.001034126163391934
1.6020100502512562,0.9845623270826929,0.0
1.6110552763819095,0.9883857208730402,0.0
1.6201005025125628,0.9914213802643713,0.0
1.629145728643216,0.9936404857055026,0.0
1.6381909547738693,0.9953312327082693,0.0
1.6472361809045226,0.996801029818629,0.0
1.6562814070351757,0.9977520750076853,0.0
1.665326633165829,0.9984245312019674,0.0
1.6743718592964822,0.9988376114355979,0.0
1.6834170854271355,0.9991834460498001,0.0
1.6924623115577888,0.999452428527513,0.0
1.701507537688442,0.9996061328004918,0.0
1.7105527638190954,0.9997118044881648,0.0
1.7195979899497487,0.9998270826928989,0.0
1.728643216080402,0.999894328312327,0.0
1.7376884422110552,0.9999135413464494,0.0
1.7467336683417085,0.9999327543805718,0.0
1.7557788944723618,0.9999519674146942,0.0
1.7648241206030149,0.9999711804488165,0.0
1.7738693467336681,0.9999711804488165,0.0
1.7829145728643214,0.9999711804488165,0.0
1.7919597989949747,1.0,0.0
1.801005025125628,1.0,0.0
1.8100502512562813,1.0,0.0
1.8190954773869346,1.0,0.0
1.8281407035175878,1.0,0.0
1.8371859296482411,1.0,0.0
1.8462311557788944,1.0,0.0
1.8552763819095477,1.0,0.0
1.864321608040201,1.0,0.0
1.8733668341708543,1.0,0.0
1.8824120603015073,1.0,0.0
1.8914572864321606,1.0,0.0
1.9005025125628139,1.0,0.0
1.9095477386934672,1.0,0.0
1.9185929648241205,1.0,0.0
1.9276381909547737,1.0,0.0
1.936683417085427,1.0,0.0
1.9457286432160803,1.0,0.0
1.9547738693467336,1.0,0.0
1.9638190954773869,1.0,0.0
1.9728643216080402,1.0,0.0
1.9819095477386934,1.0,0.0
1.9909547738693467,1.0,0.0
2.0,1.0,0.0
