tau,FAR,FRR,metric
0.0968653292985292,0.3231644260599793,0.026370217166494313,cosine
0.09843604020528252,0.32057911065149947,0.02688728024819028,cosine
0.10000675111203583,0.3185108583247156,0.02688728024819028,cosine
0.10157746201878914,0.3154084798345398,0.027404343329886244,cosine
0.10314817292554246,0.3112719751809721,0.027404343329886244,cosine
0.10471888383229577,0.30868665977249227,0.027404343329886244,cosine
0.10628959473904909,0.30403309203722856,0.027921406411582212,cosine
0.1078603056458024,0.2983453981385729,0.02843846949327818,cosine
0.10943101655255572,0.2952430196483971,0.02843846949327818,cosine
0.11100172745930903,0.29265770423991727,0.02843846949327818,cosine
0.11257243836606234,0.28852119958634953,0.02843846949327818,cosine
0.11414314927281566,0.2843846949327818,0.02843846949327818,cosine
0.11571386017956897,0.2823164426059979,0.02843846949327818,cosine
0.11728457108632229,0.28076525336091,0.02843846949327818,cosine
0.1188552819930756,0.2776628748707342,0.02843846949327818,cosine
0.12042599289982892,0.2761116856256463,0.02843846949327818,cosine
0.12199670380658223,0.2730093071354705,0.02843846949327818,cosine
0.12356741471333554,0.2693898655635988,0.02843846949327818,cosine
0.12513812562008886,0.26525336091003104,0.02843846949327818,cosine
0.12670883652684217,0.26215098241985524,0.02843846949327818,cosine
0.1282795474335955,0.26163391933815927,0.02843846949327818,cosine
0.1298502583403488,0.2580144777662875,0.02843846949327818,cosine
0.131420969247102,0.2528438469493278,0.02843846949327818,cosine
0.13299168015385532,0.25077559462254395,0.02843846949327818,cosine
0.13456239106060863,0.2466390899689762,0.028955532574974147,cosine
0.13613310196736195,0.24405377456049637,0.029472595656670115,cosine
0.13770381287411526,0.24095139607032057,0.029472595656670115,cosine
0.13927452378086858,0.23681489141675285,0.029472595656670115,cosine
0.1408452346876219,0.23371251292657705,0.029472595656670115,cosine
0.1424159455943752,0.2295760082730093,0.02998965873836608,cosine
0.14398665650112852,0.2264736297828335,0.030506721820062047,cosine
0.14555736740788183,0.2233712512926577,0.030506721820062047,cosine
0.14712807831463515,0.2202688728024819,0.030506721820062047,cosine
